CustomerID,Name,Gender,Age,JoinDate,Department,Salary,PurchaseAmount,Email
1020,Jennifer Hernandez,male,47.0,09/08/2015,Sales,"$45,667.48",120.02,jennifer.hernandez@example.com
1220,Mary Miller,Female ,41.0,15 Dec 2021,Marketing,"$51,393.44",18.75,mary.miller@example.com
1148,David Rodriguez,Female,46.0,2019/09/02,Marketing,"$69,608.41",162.34,david.rodriguez@example.com
1150,Jennifer Smith,male,23.0,09-25-2019,SALES,"$56,528.89",111.59,jennifer.smith@example.com
1225,David Jones,MALE,57.0,11/02/2022,sales,"$60,280.52",70.22,david.jones@example.com
1248,Jennifer Miller,Male,54.0,11-04-2022,IT,"$20,205.84",101.78,jennifer.miller@example.com
1282,Elizabeth Williams, Male,61.0,04/12/2023,it,"$30,996.91",30.98,elizabeth.williams@example.com
1152,James Anderson,male,,2019/10/18,HR,"$42,111.91",14.66,james.anderson@example.com
1234,Patricia Martinez,male,53.0,2022-05-26,HR,"$53,523.31",245.1,patricia.martinez@example.com
1011,David Garcia, Male,54.0,2015-04-26,SALES,"$45,666.89",192.17,david.garcia@example.com
1072,Jennifer Miller,MALE,37.0,03 Apr 2017,finance ,"$34,528.88",4.34,jennifer.miller@example.com
1253,Jennifer Davis,Female ,38.0,2023-01-01,SALES,"$62,096.31",60.25,jennifer.davis@example.com
1093,Elizabeth Davis,Female ,27.0,03/12/2017,it,"$33,935.96",53.66,elizabeth.davis@example.com
1193,James Johnson,FEMALE,57.0,2021/02/04,Sales,"$34,028.36",32.17,james.johnson@example.com
1258,Karen Johnson,Male,57.0,2023-02-28,Sales,"$500,000.00",8.21,karen.johnson@example.com
1177,Jennifer Miller,female,51.0,2020-08-03,it,"$52,046.71",172.1,jennifer.miller@example.com
1196,Joseph Williams,M,21.0,11/03/2021,finance ,"$50,849.50",33.64,joseph.williams@example.com
1138,William Davis,Female,18.0,09/05/2019,finance ,,44.52,william.davis@example.com
1261,Linda Williams,Female ,45.0,04-04-2023,HR,"$65,467.25",231.78,linda.williams@example.com
1039,Michael Brown,FEMALE,39.0,16/03/2016,Sales,"$72,479.61",216.34,michael.brown@example.com
1202,Michael Thomas,Female,40.0,05-20-2021,it,"$73,394.39",57.98,michael.thomas@example.com
1190,Linda Jones,Male,24.0,2021/01/01,marketing,"$55,928.75",3.79,linda.jones@example.com
1252,Karen Wilson, Male,41.0,2022-12-21,IT,"$65,351.57",116.63,karen.wilson@example.com
1113,Joseph Jones,FEMALE,29.0,2018-07-23,it,"$65,051.19",119.41,joseph.jones@example.com
1184,Elizabeth Garcia,male,44.0,23/10/2020,Finance,"$97,138.16",400.53,
1153,David Williams,Male,41.0,29/10/2019,SALES,"$46,935.06",300.48,david.williams@example.com
1192,Charles Brown,female,39.0,2021/01/24,IT,"$48,875.00",29.44,charles.brown@example.com
1045,Jessica Wilson,FEMALE,24.0,25 May 2016,sales,"$69,104.34",86.79,jessica.wilson@example.com
1276,Thomas Miller,F,33.0,09-25-2023,sales,"$49,546.25",34.49,thomas.miller@example.com
1007,Joseph Gonzalez,Female,37.0,11/03/2015,hr,"$60,845.38",166.11,
1251,John Hernandez,Female ,35.0,12-09-2022,IT,"$55,217.92",90.42,john.hernandez@example.com
1076,Sarah Jones,FEMALE,28.0,19 May 2017,it,"$55,519.18",160.48,sarah.jones@example.com
1001,Mary Gonzalez,MALE,18.0,01/01/2015,Finance,"$50,323.81",5.66,mary.gonzalez@example.com
1069,Richard Smith,Female ,61.0,unknown,finance ,"$39,964.84",3.9,richard.smith@example.com
1168,Elizabeth Gonzalez,female,48.0,20 Apr 2020,marketing,"$76,810.75",138.3,elizabeth.gonzalez@example.com
1219,Barbara Anderson,MALE,51.0,2021/12/03,SALES,"$37,716.27",410.17,barbara.anderson@example.com
1043,Richard Lopez, Male,60.0,2016-05-02,Sales,"$37,737.03",35.84,richard.lopez@example.com
1073,Karen Wilson,MALE,40.0,04-15-2017,Sales,"$51,162.52",160.49,karen.wilson@example.com
1024,William Anderson,female,24.0,2015-09-24,sales,"$62,941.20",41.85,william.anderson@example.com
1186,Michael Hernandez,F,57.0,11-15-2020,IT,"$76,529.50",46.74,michael.hernandez@example.com
1104,Jessica Thomas,male,59.0,04-09-2018,sales,"$56,817.67",220.2,jessica.thomas@example.com
1212,Jessica Martinez, Male,28.0,13 Sep 2021,Sales,"$65,510.85",133.03,jessica.martinez@example.com
1068,Jessica Jones, Male,32.0,16/02/2017,sales,"$56,965.41",0.06,jessica.jones@example.com
1026,Jessica Brown,M,62.0,17 Oct 2015,it,"$26,788.02",193.15,jessica.brown@example.com
1197,Linda Martinez,Female ,57.0,2021/03/23,marketing,"$46,058.67",104.06,linda.martinez@example.com
1176,David Smith,Female ,25.0,unknown,finance ,"$53,839.66",44.0,david.smith@example.com
